Nombre,Marca,Clase,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Baterí­a,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua,Número de bodega,Número de estante
camara,Panasonic,Fotografía,8688967,3.746.574.289.766.950,4.464.321.863.789.770,2000,,4K,,,,,,2,9
monitor,Dell,Fotografía,5100819,10.937.077.527.873.000,1.828.743.264.553.460,2018,,1080p,LCD,,,,,1,6
camara,Canon,Audioportátil,379690,12.060.743.530.519.600,22.293.431.092.639.000,2020,,,,,,,,3,8
nevera,GE,Informática,1957054,49.639.018.813.453.000,24.589.207.471.739.000,2005,,,,,,,,1,8
cpu,Intel,Videojuegos,7034337,102.570.599.935.211,14.214.413.932.898.300,2019,,,,,,,,2,7
monitor,HP,Comunicaciones,5764040,3.443.956.274.933.790,15.776.842.614.391.900,2013,,4K,OLED,,,,,1,10
tablet,Amazon,Electrodomésticos,7861827,8.058.483.574.705.320,4.666.115.587.534.910,2010,,,OLED,4G,,128GB,,1,6
smart watch,Fitbit,Wearables,8622129,4.051.027.698.968.390,1.746.403.132.381.310,2004,1519.0,,OLED,WiFi,,,IP67,3,9
audifonos,Bose,Videojuegos,2201407,27.904.958.471.667.000,20.441.409.316.567.200,2011,,,,WiFi,,,,3,6
nevera,Whirlpool,Comunicaciones,5252376,15.675.424.586.345.700,20.817.179.108.096.500,2012,,,,,,,,2,1
teclado,Logitech,Wearables,6719296,4.967.353.844.650.100,2.561.590.191.504.030,2016,,,,,,,,2,3
mouse,Microsoft,Fotografía,7207648,11.027.056.764.569.100,4.820.230.195.736.790,2018,,,,,,,,3,3
celular,Apple,Audio,2604670,24.207.733.053.164.900,4.329.647.712.385.110,2015,,,,,8GB,512GB,IP68,2,4
celular,Apple,Audio,8368105,34.039.122.453.750.900,47.196.692.831.852.400,2005,,,,NFC,32GB,512GB,None,2,8
monitor,LG,Fotografía,2063633,19.118.763.648.807.400,1.919.384.828.651.200,2015,,,OLED,,,,,1,9
camara,Sony,Informática,4706675,27.128.974.727.216.500,12.956.709.780.739.000,2020,,1080p,,,,,,2,8
secadora,Samsung,Audio,9534010,21.848.158.538.458.900,12.641.224.036.569.400,2008,,,,,,,,2,10
televisores,LG,Electrodomésticos,8606984,4.198.697.708.920.880,7.332.107.874.488.770,2001,,4K,LED,,,,,2,4
tablet,Amazon,Wearables,114547,17.089.564.109.207.500,39.686.056.225.840.100,2005,,,OLED,NFC,32GB,256GB,,1,2
mouse,Logitech,Informática,9441370,5.148.027.870.123.570,4.410.309.507.078.850,2011,,,,,,,,2,8
cpu,Qualcomm,Electrodomésticos,3657532,15.045.183.470.850.100,17.964.097.394.641.500,2001,,,,,,,,2,3
cargador,Apple,Audioportátil,8122615,29.045.693.561.061.300,17.983.023.275.444.900,2005,,,,,,,,3,3
teclado,Microsoft,Videojuegos,3926430,3.691.314.910.765.350,6.791.026.929.629.940,2011,,,,,,,,2,6
secadora,LG,Fotografía,5334736,4.979.037.088.078.810,10.666.641.441.035.500,2019,,,,,,,,1,2
cpu,Intel,Videojuegos,7977530,6.843.476.949.858.200,10.733.172.709.365.000,2007,,,,,,,,2,8
celular,Samsung,Informática,2319948,30.083.029.506.512.500,4.454.920.675.592.110,2010,9803.0,,,Bluetooth,4GB,,None,2,2
secadora,LG,Informática,6375773,3.188.194.114.881.250,12.445.682.915.429.400,2008,,,,,,,,3,1
cargador,Apple,Fotografía,3430476,30.133.626.738.822.100,18.316.576.006.478.700,2011,,,,,,,,3,9
mouse,Razer,Fotografía,5482574,21.798.375.785.928.000,24.393.246.383.065.200,2022,,,,,,,,2,9
lavadora,LG,Audioportátil,8708447,25.851.962.046.156.300,12.885.689.276.104.000,2011,,,,,,,,2,5
nevera,LG,Monitores,6766343,25.127.266.105.166.800,20.995.790.423.906.500,2005,,,,,,,,2,7
nevera,Samsung,Videojuegos,1019978,27.569.461.265.871.700,24.235.752.320.416.900,2014,,,,,,,,2,4
teclado,Logitech,Audio,1193334,38.616.696.578.982.900,22.286.868.873.176.300,2021,,,,,,,,2,2
tablet,Samsung,Videojuegos,3618984,15.476.968.301.979.400,2.515.852.279.693.920,2020,,,OLED,NFC,8GB,64GB,,3,9
celular,Samsung,Wearables,3200535,1.673.193.048.772.800,4.696.795.194.334.470,2018,,,,WiFi,8GB,256GB,None,3,8
televisores,Samsung,Fotografía,3452384,17.416.633.815.353.000,15.124.555.152.159.700,2017,,4K,OLED,,,,,3,3
laptop,Dell,Informática,4801832,38.679.020.700.171.600,7.384.377.070.414.000,2002,,,,WiFi,16GB,128GB,,3,5
cargador,Anker,Videojuegos,8679537,3.572.752.720.824.160,18.624.138.091.781.200,2010,,,,,,,,1,1
mouse,Microsoft,Comunicaciones,7171612,350.865.629.930.904,18.670.076.146.958.100,2015,,,,,,,,3,4
cpu,AMD,Audioportátil,3448554,2.086.261.230.292.590,12.128.542.453.465.800,2022,,,,,,,,3,1
teclado,Microsoft,Comunicaciones,636217,5.484.234.807.973.730,15.242.146.358.314.500,2000,,,,,,,,1,7
camara,Panasonic,Wearables,9319418,4.251.834.864.928.990,21.634.501.352.971.400,2019,,8K,,,,,,3,6
laptop,HP,Comunicaciones,7198092,16.012.386.573.100.700,5.258.509.903.712.660,2008,,,,4G,4GB,256GB,,2,7
camara,Canon,Audioportátil,6104000,2.296.612.299.944.450,709.446.968.975.855,2002,,,,,,,,2,10
celular,Xiaomi,Fotografía,8326573,40.824.132.813.079.600,2.002.847.727.346.860,2002,1941.0,,,4G,16GB,64GB,,2,9
camara,Sony,Audio,8073206,11.369.827.522.766.100,15.944.178.523.879.900,2023,,1080p,,,,,,2,1
tablet,Apple,Audio,5033867,5.378.371.586.457.180,4.996.351.301.206.110,2008,3421.0,,LCD,4G,32GB,64GB,,3,9
mouse,Microsoft,Fotografía,4096191,5.418.133.499.638.300,3.168.675.378.530.630,2003,,,,,,,,3,4
secadora,Samsung,Electrodomésticos,8480245,39.046.212.423.060.300,10.548.078.931.953.100,2004,,,,,,,,1,3
celular,Apple,Fotografía,7460113,19.744.000.473.390.600,20.350.910.979.003.600,2015,6671.0,,,,8GB,64GB,IP67,3,1
nevera,Samsung,Audio,8071053,8.453.767.961.801.170,20.801.117.015.460.300,2012,,,,,,,,1,2
audifonos,Beats,Electrodomésticos,7044409,4.871.757.903.411.370,4.746.048.289.463.680,2016,,,,NFC,,,,3,7
parlante,JBL,Fotografía,2928544,49.485.283.220.869.200,14.039.023.870.947.800,2005,,,,4G,,,,2,6
audifonos,Beats,Audio,328563,3.129.213.712.431.940,39.179.879.714.942.600,2001,,,,5G,,,,3,2
televisores,Samsung,Wearables,5602039,1.841.827.016.385.520,9.173.126.717.880.060,2015,,8K,LCD,,,,,2,4
smart watch,Garmin,Comunicaciones,3799329,36.758.445.646.532.100,1.053.615.287.954.490,2000,7611.0,,LED,4G,,,IP68,1,9
laptop,Dell,Fotografía,6345660,9.326.548.050.124.410,5.005.645.900.054.220,2009,2933.0,,LED,WiFi,4GB,1TB,,1,1
secadora,Samsung,Fotografía,5795079,29.365.977.790.068.900,10.969.566.467.397.600,2023,,,,,,,,2,10
camara,Canon,Informática,1430967,4.940.630.679.467.120,3.939.931.222.379.060,2014,,4K,,,,,,1,1
secadora,LG,Electrodomésticos,2097483,4.743.164.182.103.110,1.432.835.982.523.030,2006,,,,,,,,3,5
nevera,GE,Comunicaciones,3133511,25.903.423.817.658.900,2.797.018.859.370.430,2006,,,,,,,,2,5
mouse,Razer,Wearables,6219530,13.886.215.626.473.500,16.465.144.720.045.600,2009,,,,,,,,1,5
cpu,Qualcomm,Fotografía,8816308,35.809.230.672.909.300,18.734.582.711.336.400,2008,,,,,,,,3,10
mouse,Logitech,Wearables,5051378,29.711.502.476.043.800,46.809.424.754.810.400,2005,,,,,,,,2,1
nevera,LG,Fotografía,8229566,4.806.944.033.715.180,2.876.575.211.168.970,2023,,,,,,,,2,6
televisores,LG,Comunicaciones,3450084,48.564.641.866.082.400,6.875.685.762.042.150,2003,,8K,LED,,,,,2,7
camara,Sony,Fotografía,9990341,2.165.649.966.587.310,1.589.133.991.781.170,2022,,1080p,,,,,,1,7
mouse,Logitech,Monitores,7363567,3.850.017.210.908.240,25.143.359.606.625.200,2004,,,,,,,,3,2
celular,Samsung,Fotografía,4960606,13.835.746.633.823.600,42.191.398.556.490.700,2002,,,,4G,,64GB,IP67,2,10
cpu,Qualcomm,Audio,3513138,2.657.506.656.117.960,1.697.383.408.832.670,2000,,,,,,,,1,2
televisores,LG,Wearables,7180940,27.818.992.871.575.700,11.653.107.998.363.400,2013,,8K,,,,,,3,1
televisores,Sony,Audio,5961824,11.242.060.421.908.800,19.295.207.001.914.400,2000,,,LCD,,,,,3,3
cargador,Samsung,Wearables,1154432,30.196.557.427.721.200,10.688.886.585.734.900,2005,,,,,,,,1,8
laptop,Lenovo,Comunicaciones,3383774,48.732.016.070.587.200,4.243.144.496.007.350,2002,2842.0,,OLED,Bluetooth,,64GB,,1,5
monitor,LG,Fotografía,3556493,40.186.606.707.820.500,1.664.907.219.797.980,2003,,,LCD,,,,,1,7
parlante,Bose,Comunicaciones,2224177,8.695.926.595.522.120,1.424.118.852.011.360,2008,,,,NFC,,,,1,8
teclado,Razer,Videojuegos,8282865,3.048.570.472.678.660,2.331.721.627.942.860,2003,,,,,,,,3,9
cargador,Samsung,Audioportátil,1328968,8.202.447.252.670.800,17.450.130.067.476.900,2014,,,,,,,,2,3
cpu,IBM,Audioportátil,7729001,6.935.827.161.323.850,11.247.907.326.796.300,2015,,,,,,,,2,1
nevera,Whirlpool,Electrodomésticos,331400,1.833.177.613.357.070,2.893.592.646.688.980,2000,,,,,,,,2,9
nevera,Samsung,Informática,9281844,26.540.312.102.104.800,2.289.839.037.056.070,2013,,,,,,,,2,6
parlante,Sony,Audio,2955545,32.464.422.025.760.400,12.057.425.712.879.400,2000,,,,4G,,,,2,2
teclado,Logitech,Informática,909040,2.123.113.975.532.850,21.491.571.672.460.100,2013,,,,,,,,1,3
lavadora,Bosch,Audio,769038,24.394.935.331.987.200,13.983.767.370.835.900,2004,,,,,,,,3,2
teclado,Logitech,Audio,7759250,39.074.592.341.240.700,17.226.711.684.851.100,2019,,,,,,,,3,1
camara,Panasonic,Monitores,2804559,3.108.336.006.301.730,23.652.072.757.150.700,2016,,,,,,,,1,10
parlante,Sony,Audio,1223089,32.173.243.969.295.000,3.753.399.145.370.870,2003,,,,WiFi,,,,1,1
cpu,AMD,Audioportátil,8366564,4.411.863.415.058.830,6.594.731.793.330.340,2004,,,,,,,,3,9
lavadora,Bosch,Videojuegos,7270645,3.440.693.547.286.670,11.517.299.184.659.100,2019,,,,,,,,2,3
tablet,Apple,Audioportátil,3442776,4.813.736.225.423.060,48.766.355.236.824.600,2022,,,LCD,,4GB,256GB,,3,4
televisores,Samsung,Informática,3003725,49.896.670.268.061.500,10.633.192.676.422.100,2000,,1080p,,,,,,1,3
celular,Apple,Fotografía,6450625,9.473.033.118.310.200,34.823.750.102.978.000,2018,3920.0,,,WiFi,4GB,512GB,IP67,1,7
parlante,Sony,Audioportátil,3690528,4.590.008.005.740.420,1.929.069.731.233.770,2018,,,,Bluetooth,,,,3,9
parlante,JBL,Comunicaciones,6319005,19.586.678.300.430.700,11.917.858.863.585.400,2008,,,,WiFi,,,,1,4
mouse,Logitech,Videojuegos,578074,37.832.555.166.919.200,48.014.734.735.988.200,2020,,,,,,,,1,9
secadora,Samsung,Monitores,1550529,4.608.011.350.903.300,14.668.340.873.382.200,2016,,,,,,,,2,9
parlante,LG,Electrodomésticos,3309233,12.757.713.762.497.700,1.732.384.177.815.800,2018,,,,5G,,,,1,6
camara,Sony,Electrodomésticos,5370221,12.044.782.524.359.700,4.103.489.378.454.540,2014,,8K,,,,,,1,9
audifonos,Bose,Monitores,8383194,4.086.266.653.109.810,7.474.156.912.794.950,2015,,,,WiFi,,,,2,2
secadora,Bosch,Monitores,4844465,2.179.044.369.073.150,10.878.934.247.293.200,2018,,,,,,,,1,9
cpu,AMD,Wearables,8169710,18.596.022.027.072.200,5.172.128.474.463.690,2021,,,,,,,,1,5
laptop,HP,Videojuegos,5178530,581.831.874.974.817,3.568.157.245.934.510,2003,1170.0,,LED,NFC,32GB,64GB,,1,1
parlante,JBL,Videojuegos,4269056,4.130.701.947.486.980,2.391.908.528.099.140,2023,,,,5G,,,,2,3
parlante,JBL,Electrodomésticos,9405117,18.151.668.422.640.800,4.665.989.957.557.600,2022,,,,WiFi,,,,3,1
monitor,Dell,Audioportátil,555565,3.014.185.282.089.780,12.461.346.084.628.700,2021,,4K,OLED,,,,,3,3
laptop,Dell,Monitores,2683217,3.534.341.710.861.340,29.540.957.982.290.600,2013,3042.0,,LED,Bluetooth,,64GB,,3,10
smart watch,Garmin,Videojuegos,271921,4.815.382.314.468.150,1.594.262.121.672.190,2021,5024.0,,OLED,Bluetooth,,,None,2,8
laptop,Lenovo,Fotografía,8364202,4.365.028.219.239.360,7.953.233.764.328.700,2005,4272.0,,LCD,WiFi,32GB,512GB,,1,2
camara,Sony,Electrodomésticos,8043760,45.514.270.386.074.700,18.982.734.591.570.700,2016,,1080p,,,,,,3,9
smart watch,Fitbit,Audioportátil,7045158,5.598.337.543.587.580,1.914.620.810.011.580,2020,,,,WiFi,,,IP68,3,4
teclado,Microsoft,Monitores,2495359,18.400.611.177.693.600,15.257.538.166.203.400,2007,,,,,,,,1,8
audifonos,Sennheiser,Electrodomésticos,2728281,1.688.322.381.539.840,12.952.455.604.400.800,2009,,,,WiFi,,,,3,1
nevera,Whirlpool,Monitores,8027592,15.501.073.836.888.600,24.450.782.844.880.400,2004,,,,,,,,1,6
cargador,Apple,Audio,8330879,4.566.096.652.616.590,5.423.768.605.930.790,2022,,,,,,,,3,8
televisores,Sony,Monitores,4760515,1.963.677.278.006.810,1.869.674.632.521.530,2006,,,,,,,,1,5
parlante,JBL,Videojuegos,3392770,3.026.399.961.412.990,10.992.405.019.153.900,2002,,,,NFC,,,,1,3
secadora,Bosch,Fotografía,168049,21.528.055.157.959.700,12.230.025.253.869.600,2001,,,,,,,,1,1
celular,Xiaomi,Monitores,5528937,10.878.090.925.762.300,15.741.395.117.661.200,2007,,,,Bluetooth,,512GB,None,3,5
smart watch,Apple,Wearables,8090275,27.554.154.522.532.900,9.618.843.960.804.690,2001,,,LED,5G,,,IP68,1,1
smart watch,Garmin,Wearables,9218281,2.875.815.805.802.300,62.083.135.748.682.900,2018,2496.0,,,4G,,,,2,3
secadora,Bosch,Fotografía,1860329,4.858.148.127.253.360,10.660.442.287.566.400,2021,,,,,,,,3,4
cpu,IBM,Electrodomésticos,2982909,10.372.855.458.929.200,6.798.573.336.526.540,2009,,,,,,,,2,6
audifonos,Sony,Audio,3149347,4.839.597.148.564.180,3.740.267.872.646.590,2021,,,,Bluetooth,,,,2,10
teclado,Microsoft,Informática,2675048,3.405.793.525.492.680,28.672.319.541.768.800,2015,,,,,,,,3,10
televisores,TCL,Wearables,8947331,4.532.088.059.412.810,8.740.872.172.178.680,2013,,4K,OLED,,,,,1,9
nevera,LG,Monitores,1838811,404.526.619.510.593,23.451.399.322.191.400,2010,,,,,,,,1,9
monitor,Samsung,Wearables,7543396,19.277.266.846.242.900,13.741.956.070.810.600,2008,,8K,LCD,,,,,3,9
tablet,Amazon,Wearables,538845,31.439.571.644.056.400,6.265.942.618.301.370,2019,,,LCD,4G,8GB,,,3,3
tablet,Amazon,Comunicaciones,4328001,11.705.684.170.819.000,6.063.972.664.531.470,2015,3878.0,,LED,NFC,,64GB,,1,7
monitor,Dell,Audio,6999020,3.889.417.637.122.590,16.435.452.396.590.800,2021,,1080p,LCD,,,,,3,4
cargador,Anker,Audioportátil,8779498,3.127.885.173.501.850,12.956.685.036.682.300,2023,,,,,,,,1,10
teclado,Logitech,Audioportátil,1405859,376.579.003.235.404,8.040.426.636.290.470,2018,,,,,,,,1,7
lavadora,LG,Audio,6618386,2.021.853.791.883.760,14.543.469.451.881.900,2001,,,,,,,,1,10
secadora,Samsung,Audioportátil,4976635,29.650.061.948.327.900,13.775.223.864.225.200,2013,,,,,,,,3,4
cpu,AMD,Audioportátil,6337899,6.417.969.041.828.920,18.680.092.292.019.900,2000,,,,,,,,3,8
lavadora,Samsung,Audioportátil,2949748,24.210.164.075.515.300,10.436.444.117.858.700,2017,,,,,,,,3,4
smart watch,Samsung,Videojuegos,1779555,14.310.789.330.237.700,6.571.697.307.719.050,2011,8051.0,,LCD,5G,,,,3,5
monitor,HP,Comunicaciones,4206717,42.641.333.535.515.900,6.129.409.914.122.400,2004,,4K,OLED,,,,,2,10
smart watch,Apple,Fotografía,4078427,493.621.846.407.226,7.701.147.714.422.860,2014,,,OLED,Bluetooth,,,,3,6
tablet,Apple,Audio,4567120,24.306.441.795.229.300,5.192.016.909.358.500,2016,,,LED,5G,,512GB,,2,3
laptop,Lenovo,Audio,1629703,3.752.344.217.697.290,7.442.583.191.616.560,2004,1769.0,,LED,,,256GB,,1,10
camara,Canon,Audio,944506,3.514.113.284.699.920,15.112.449.505.325.800,2007,,8K,,,,,,1,7
tablet,Amazon,Videojuegos,1601453,24.147.555.516.096.400,2.889.633.686.678.140,2008,7351.0,,LCD,,4GB,,,2,1
celular,Xiaomi,Comunicaciones,5313373,21.814.740.487.109.600,4.857.283.641.220.340,2000,9118.0,,,Bluetooth,16GB,512GB,,2,2
laptop,HP,Electrodomésticos,4825054,21.883.273.639.007.600,70.299.359.520.738.000,2012,,,LCD,,8GB,,,1,5
celular,Samsung,Wearables,6081901,29.180.359.404.228.100,3.033.203.259.218.860,2023,,,,WiFi,4GB,256GB,None,2,5
audifonos,Sony,Videojuegos,2918875,6.627.324.894.050.670,22.653.754.209.607.300,2002,,,,Bluetooth,,,,3,6
smart watch,Fitbit,Informática,4886911,10.168.299.565.676.700,13.664.466.680.026.700,2005,,,,NFC,,,IP68,3,7
teclado,Corsair,Fotografía,2302734,12.037.756.724.944.200,10.748.550.234.589.200,2021,,,,,,,,1,7
monitor,HP,Informática,2216548,16.875.790.500.740.600,14.147.420.104.697.500,2023,,8K,,,,,,3,1
lavadora,LG,Fotografía,3069998,4.996.369.184.725.410,10.956.144.904.421.000,2021,,,,,,,,2,5
laptop,Dell,Audioportátil,1904338,7.263.319.196.979.990,25.823.731.539.022.000,2019,,,LCD,WiFi,,256GB,,2,5
cargador,Anker,Wearables,1284417,2.859.415.397.354.110,7.457.927.537.698.810,2003,,,,,,,,1,5
celular,Huawei,Audio,5852222,15.929.048.936.081.600,21.827.289.140.207.900,2003,,,,NFC,8GB,128GB,,3,4
televisores,Samsung,Monitores,1146187,4.775.916.973.426.240,17.603.493.784.895.100,2017,,4K,LCD,,,,,2,7
tablet,Apple,Audio,2305726,24.670.405.064.323.100,6.893.324.671.253.160,2015,4097.0,,OLED,4G,16GB,64GB,,2,10
tablet,Samsung,Comunicaciones,1420602,19.526.927.202.913,6.306.709.109.794.870,2004,3537.0,,LED,,16GB,1TB,,1,9
cpu,Qualcomm,Audioportátil,3908581,10.914.265.517.136.300,15.603.518.406.527.400,2005,,,,,,,,2,9
teclado,Corsair,Electrodomésticos,9296636,4.479.601.468.696.230,6.500.987.736.085.170,2018,,,,,,,,3,3
audifonos,Sony,Electrodomésticos,9543511,3.910.179.245.422.570,46.513.822.723.376,2020,,,,WiFi,,,,3,5
monitor,Samsung,Informática,3569292,18.816.349.822.834.800,13.188.106.800.032.300,2015,,,LED,,,,,1,9
celular,Xiaomi,Videojuegos,6897730,23.753.101.102.990.800,3.382.550.183.651.700,2007,8832.0,,,NFC,8GB,512GB,IP67,3,9
cpu,Qualcomm,Electrodomésticos,1298426,445.061.691.417.929,6.105.541.006.190.920,2003,,,,,,,,3,10
camara,Sony,Audioportátil,5106427,23.824.273.671.690.700,39.186.609.763.191.100,2014,,1080p,,,,,,1,10
celular,Xiaomi,Fotografía,3928540,4.340.706.466.377.560,3.461.237.686.361.360,2008,3310.0,,,Bluetooth,,64GB,IP67,2,9
monitor,LG,Comunicaciones,4649989,21.088.542.949.731.500,1.468.329.210.490.960,2012,,,OLED,,,,,3,3
teclado,Corsair,Monitores,3015771,22.126.146.685.941.100,1.038.999.993.006.040,2017,,,,,,,,1,5
nevera,Samsung,Audio,9170207,5.330.414.332.846.320,20.755.366.667.275.000,2018,,,,,,,,2,9
laptop,Lenovo,Wearables,7283426,25.609.912.742.765.000,34.246.084.250.284.500,2023,3825.0,,LED,Bluetooth,16GB,,,1,2
tablet,Huawei,Wearables,6381451,15.872.197.451.554.300,4.665.622.388.928.950,2008,,,LCD,5G,,512GB,,1,5
televisores,Samsung,Monitores,9417938,31.213.687.413.118.000,10.094.432.943.719.100,2002,,8K,OLED,,,,,2,1
mouse,Logitech,Monitores,8862868,4.881.601.447.890.040,4.979.580.691.182.420,2008,,,,,,,,2,10
tablet,Huawei,Videojuegos,4764582,32.654.477.507.737.400,6.298.399.473.102.050,2000,5708.0,,,NFC,4GB,512GB,,3,9
laptop,Dell,Fotografía,1604256,26.369.078.113.247.100,37.057.266.693.633.800,2005,,,,5G,8GB,64GB,,3,3
parlante,JBL,Audio,530686,22.581.376.095.292.800,27.172.177.367.235.300,2011,,,,Bluetooth,,,,2,10
cargador,Apple,Comunicaciones,6375290,3.749.024.223.635.260,10.667.970.183.425.800,2015,,,,,,,,3,10
parlante,Bose,Electrodomésticos,2084562,3.020.414.112.292.810,18.146.321.096.797.200,2018,,,,5G,,,,1,1
laptop,HP,Fotografía,416510,29.446.084.017.278.600,7.205.889.996.351.950,2023,2658.0,,,Bluetooth,4GB,128GB,,1,7
camara,Canon,Monitores,7747101,2.657.013.324.608.220,13.246.192.235.499.700,2012,,8K,,,,,,1,2
parlante,JBL,Monitores,4118981,4.597.188.849.527.080,21.900.420.542.028.700,2008,,,,5G,,,,3,6
nevera,LG,Wearables,4362587,4.707.287.467.797.150,23.673.760.926.148.500,2010,,,,,,,,3,6
parlante,Bose,Electrodomésticos,2799299,4.244.553.922.911.470,4.129.188.802.949.540,2020,,,,WiFi,,,,2,3
smart watch,Apple,Monitores,3222882,4.245.699.320.898.180,15.392.462.746.423.400,2023,7971.0,,LCD,4G,,,IP67,2,4
cpu,IBM,Audioportátil,9609341,4.738.327.781.779.860,1.949.502.853.752.500,2006,,,,,,,,2,8
tablet,Amazon,Comunicaciones,2712987,4.550.233.706.626.670,5.311.594.261.630.040,2021,6718.0,,,Bluetooth,,1TB,,2,4
nevera,LG,Informática,3905227,3.722.815.168.009.590,1.873.526.027.293.150,2022,,,,,,,,3,9
televisores,LG,Comunicaciones,852821,3.589.017.929.715.560,1.544.056.730.355.360,2021,,4K,LCD,,,,,3,8
teclado,Razer,Audio,2538912,2.628.971.855.413.350,25.669.040.954.390.300,2001,,,,,,,,1,3
cpu,Intel,Audio,2002976,4.199.897.908.686.850,1.006.459.828.905.230,2015,,,,,,,,3,9
celular,Samsung,Videojuegos,7827665,16.006.942.562.070.700,4.938.562.962.730.460,2015,,,,WiFi,,64GB,IP68,1,5
tablet,Amazon,Audio,3626968,7.292.157.262.066.620,23.418.757.173.805.500,2002,,,,5G,,64GB,,3,10
lavadora,Whirlpool,Videojuegos,4649167,22.405.486.487.041.900,10.346.399.809.286.100,2004,,,,,,,,3,8
parlante,Bose,Audio,7523548,4.129.838.771.962.560,4.208.062.709.559.820,2006,,,,5G,,,,3,2
cargador,Apple,Audioportátil,6236661,47.666.545.186.336.600,12.554.368.994.391.400,2002,,,,,,,,1,4
lavadora,Whirlpool,Comunicaciones,6843579,12.156.122.914.032.200,11.003.512.407.298.700,2014,,,,,,,,1,2
parlante,Bose,Informática,1244935,4.682.844.746.053.410,24.951.113.631.282.800,2017,,,,5G,,,,1,10
mouse,HP,Audio,8978845,24.219.711.675.198.500,21.546.419.957.474.500,2009,,,,,,,,1,3
celular,Huawei,Informática,6535425,33.040.827.678.201.100,494.868.735.087.542,2017,4092.0,,,5G,4GB,512GB,IP68,3,4
audifonos,Sennheiser,Comunicaciones,226522,12.533.690.255.863.200,18.124.625.952.802.500,2007,,,,Bluetooth,,,,1,7
monitor,HP,Videojuegos,601260,44.113.461.338.740.500,16.875.884.422.856.000,2003,,4K,,,,,,1,4
televisores,LG,Videojuegos,8234628,28.785.196.774.454.100,12.184.441.194.662.700,2002,,,OLED,,,,,3,8
secadora,Whirlpool,Electrodomésticos,4195253,2.719.513.889.352.870,11.203.321.508.453.800,2020,,,,,,,,2,8
monitor,HP,Informática,5042968,7.959.643.382.010.610,11.915.837.024.123.800,2016,,,LED,,,,,1,3
cargador,Belkin,Videojuegos,2589870,2.640.917.224.447.360,18.891.368.043.134.900,2002,,,,,,,,3,6
lavadora,Whirlpool,Informática,1958625,10.992.380.765.535.200,13.742.056.814.821.000,2019,,,,,,,,1,5
monitor,Dell,Electrodomésticos,1035342,45.190.040.574.435.300,11.934.314.600.631.700,2005,,8K,,,,,,3,8
secadora,Bosch,Comunicaciones,2774643,10.686.418.385.789.500,10.677.576.275.431.800,2016,,,,,,,,1,2
teclado,Logitech,Audioportátil,405185,16.699.999.707.637.100,23.564.098.506.392.000,2019,,,,,,,,1,3
laptop,Lenovo,Videojuegos,7025042,4.394.966.558.348.960,5.934.468.805.143.880,2003,,,LED,NFC,16GB,256GB,,1,8
parlante,Bose,Audioportátil,7017769,5.352.950.697.088.600,4.163.174.115.711.340,2017,,,,,,,,2,3
monitor,HP,Audioportátil,8551161,8.936.644.460.162.510,12.248.243.697.522.600,2011,,,LCD,,,,,1,8
secadora,Bosch,Fotografía,5235030,29.351.186.832.237.300,126.851.857.460.723,2007,,,,,,,,2,7
teclado,Microsoft,Comunicaciones,6430827,17.881.834.461.054.900,2.325.192.401.422.040,2019,,,,,,,,1,3
audifonos,Sennheiser,Videojuegos,4473660,3.679.155.225.572.350,30.052.082.467.825.600,2010,,,,NFC,,,,3,9
audifonos,Beats,Electrodomésticos,4254627,26.662.028.798.205.600,4.020.070.036.259.390,2010,,,,4G,,,,1,8
camara,Canon,Informática,4493462,38.851.090.507.945.500,20.879.160.436.296.400,2018,,4K,,,,,,1,6
mouse,Razer,Electrodomésticos,6744285,33.707.503.191.633.800,16.087.044.299.614.700,2021,,,,,,,,3,2
monitor,LG,Monitores,5941254,32.673.541.851.815.400,1.844.252.272.729.690,2023,,8K,,,,,,1,3
cpu,AMD,Fotografía,7782954,4.639.326.779.061.560,10.521.796.165.148.000,2016,,,,,,,,2,10
monitor,LG,Fotografía,1488651,3.935.747.706.669.190,15.523.821.034.761.800,2002,,1080p,LED,,,,,1,2
mouse,HP,Informática,4694015,3.639.265.445.575.680,10.336.473.473.528.700,2002,,,,,,,,1,4
celular,Samsung,Audioportátil,9179778,3.448.470.643.144.130,3.376.902.124.858.900,2000,3386.0,,,NFC,4GB,256GB,IP68,2,10
monitor,Dell,Informática,5330655,4.754.761.464.562.020,12.503.892.384.675.300,2018,,4K,LED,,,,,1,6
camara,Canon,Electrodomésticos,2894434,4.899.898.403.865.320,7.752.328.111.819.500,2020,,4K,,,,,,2,6
televisores,LG,Audioportátil,3399010,22.732.964.901.139.400,13.688.365.403.572.800,2014,,1080p,OLED,,,,,2,2
cargador,Anker,Fotografía,580260,16.025.437.415.390.800,1.992.611.486.935.270,2002,,,,,,,,3,6
monitor,LG,Informática,4920238,4.726.849.933.377.560,15.420.653.042.094.100,2020,,,LED,,,,,1,5
cargador,Anker,Electrodomésticos,5557189,304.576.877.576.612,15.167.340.207.629.900,2017,,,,,,,,2,2
nevera,Samsung,Informática,3472314,2.529.303.817.833.110,24.158.669.618.631.700,2000,,,,,,,,1,4
audifonos,Beats,Monitores,6736341,4.204.955.777.704.460,1.921.691.953.796.760,2008,,,,NFC,,,,2,4
